4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5


4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5


4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5


4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5


4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5


4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
4.80734	0.89978	1.5
